Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","06/04/2023 14:28 UTC"
"Last updated:","16 June 2022"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=15Eqwr
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,OIP,OOC,STA"
Years:
Origin:,all
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers,"Other people in need of international protection"
2022,Japan,JPN,"Rep. of Moldova",MDA,5,0,-
2022,Japan,JPN,Poland,POL,5,0,-
2022,Japan,JPN,"United States of America",USA,6,96,-
2022,Kazakhstan,KAZ,Argentina,ARG,18,16,-
2022,Kazakhstan,KAZ,Australia,AUS,5,0,-
2022,Kazakhstan,KAZ,Austria,AUT,108,20,-
2022,Kazakhstan,KAZ,Belgium,BEL,67,18,-
2022,Kazakhstan,KAZ,Brazil,BRA,0,16,-
2022,Kazakhstan,KAZ,Bulgaria,BGR,6,0,-
2022,Kazakhstan,KAZ,Canada,CAN,66,29,-
2022,Kazakhstan,KAZ,Cyprus,CYP,5,0,-
2022,Kazakhstan,KAZ,Czechia,CZE,110,17,-
2022,Kazakhstan,KAZ,Estonia,EST,5,0,-
2022,Kazakhstan,KAZ,Finland,FIN,8,0,-
2022,Kazakhstan,KAZ,France,FRA,1052,43,-
2022,Kazakhstan,KAZ,"United Kingdom of Great Britain and Northern Ireland",GBR,49,76,-
2022,Kazakhstan,KAZ,Georgia,GEO,5,10,-
2022,Kazakhstan,KAZ,Germany,DEU,309,162,-
2022,Kazakhstan,KAZ,Greece,GRC,5,0,-
2022,Kazakhstan,KAZ,Croatia,HRV,5,0,-
2022,Kazakhstan,KAZ,Iceland,ISL,5,0,-
2022,Kazakhstan,KAZ,Ireland,IRL,18,0,-
2022,Kazakhstan,KAZ,Iraq,IRQ,0,5,-
2022,Kazakhstan,KAZ,Israel,ISR,0,93,-
2022,Kazakhstan,KAZ,Italy,ITA,6,12,-
2022,Kazakhstan,KAZ,"Rep. of Korea",KOR,5,669,-
2022,Kazakhstan,KAZ,Liechtenstein,LIE,0,5,-
2022,Kazakhstan,KAZ,Lithuania,LTU,0,5,-
2022,Kazakhstan,KAZ,Latvia,LVA,5,0,-
2022,Kazakhstan,KAZ,"Rep. of Moldova",MDA,27,0,-
2022,Kazakhstan,KAZ,Mexico,MEX,0,49,-
2022,Kazakhstan,KAZ,Netherlands,NLD,66,25,-
2022,Kazakhstan,KAZ,Norway,NOR,10,5,-
2022,Kazakhstan,KAZ,Poland,POL,96,17,-
2022,Kazakhstan,KAZ,Portugal,PRT,13,0,-
2022,Kazakhstan,KAZ,Romania,ROU,5,0,-
2022,Kazakhstan,KAZ,"Russian Federation",RUS,36,5,-
2022,Kazakhstan,KAZ,Spain,ESP,34,60,-
2022,Kazakhstan,KAZ,Slovakia,SVK,9,0,-
2022,Kazakhstan,KAZ,Slovenia,SVN,21,0,-
2022,Kazakhstan,KAZ,Sweden,SWE,206,81,-
2022,Kazakhstan,KAZ,Switzerland,CHE,19,12,-
2022,Kazakhstan,KAZ,Ukraine,UKR,8,5,-
2022,Kazakhstan,KAZ,"United States of America",USA,1171,4806,-
2022,Kenya,KEN,Egypt,EGY,9,9,-
2022,Kenya,KEN,Australia,AUS,105,338,-
2022,Kenya,KEN,Austria,AUT,15,9,-
2022,Kenya,KEN,Belgium,BEL,15,7,-
2022,Kenya,KEN,Botswana,BWA,5,0,-
2022,Kenya,KEN,Brazil,BRA,10,75,-
2022,Kenya,KEN,Canada,CAN,459,298,-
2022,Kenya,KEN,China,CHN,0,12,-
2022,Kenya,KEN,Chile,CHL,5,0,-
2022,Kenya,KEN,Cyprus,CYP,0,6,-
2022,Kenya,KEN,Denmark,DNK,6,0,-
2022,Kenya,KEN,Ethiopia,ETH,4023,0,-
2022,Kenya,KEN,Finland,FIN,19,10,-
2022,Kenya,KEN,France,FRA,199,10,-
2022,Kenya,KEN,"United Kingdom of Great Britain and Northern Ireland",GBR,319,372,-
2022,Kenya,KEN,Germany,DEU,189,495,-
2022,Kenya,KEN,Greece,GRC,30,9,-
2022,Kenya,KEN,Iceland,ISL,5,0,-
2022,Kenya,KEN,India,IND,0,35,-
2022,Kenya,KEN,Ireland,IRL,63,33,-
2022,Kenya,KEN,Israel,ISR,0,105,-
2022,Kenya,KEN,Italy,ITA,19,14,-
2022,Kenya,KEN,Jordan,JOR,5,5,-
2022,Kenya,KEN,"Rep. of Korea",KOR,5,36,-
2022,Kenya,KEN,Lebanon,LBN,5,18,-
2022,Kenya,KEN,Namibia,NAM,5,5,-
2022,Kenya,KEN,Netherlands,NLD,19,6,-
2022,Kenya,KEN,Norway,NOR,7,5,-
2022,Kenya,KEN,Philippines,PHL,0,5,-
2022,Kenya,KEN,Portugal,PRT,15,0,-
2022,Kenya,KEN,"South Africa",ZAF,140,946,-
2022,Kenya,KEN,Spain,ESP,15,5,-
2022,Kenya,KEN,Sweden,SWE,84,18,-
2022,Kenya,KEN,Switzerland,CHE,22,0,-
2022,Kenya,KEN,"United Rep. of Tanzania",TZA,0,5,-
2022,Kenya,KEN,Uganda,UGA,232,21,-
2022,Kenya,KEN,"United States of America",USA,1576,7248,-
2022,Kenya,KEN,Zambia,ZMB,5,0,-
2022,Kenya,KEN,Zimbabwe,ZWE,0,8,-
2022,Kyrgyzstan,KGZ,Argentina,ARG,5,0,-
2022,Kyrgyzstan,KGZ,Australia,AUS,11,0,-
2022,Kyrgyzstan,KGZ,Austria,AUT,115,21,-
2022,Kyrgyzstan,KGZ,Belgium,BEL,93,29,-
2022,Kyrgyzstan,KGZ,Canada,CAN,12,5,-
2022,Kyrgyzstan,KGZ,Cyprus,CYP,5,0,-
2022,Kyrgyzstan,KGZ,Czechia,CZE,20,0,-
2022,Kyrgyzstan,KGZ,Denmark,DNK,0,5,-
2022,Kyrgyzstan,KGZ,Finland,FIN,18,0,-
2022,Kyrgyzstan,KGZ,France,FRA,530,32,-
2022,Kyrgyzstan,KGZ,"United Kingdom of Great Britain and Northern Ireland",GBR,37,31,-
2022,Kyrgyzstan,KGZ,Georgia,GEO,0,5,-
2022,Kyrgyzstan,KGZ,Germany,DEU,434,103,-
2022,Kyrgyzstan,KGZ,Ireland,IRL,5,0,-
2022,Kyrgyzstan,KGZ,Iraq,IRQ,0,15,-
2022,Kyrgyzstan,KGZ,Israel,ISR,0,38,-
2022,Kyrgyzstan,KGZ,Italy,ITA,6,43,-
2022,Kyrgyzstan,KGZ,Kazakhstan,KAZ,0,5,-
2022,Kyrgyzstan,KGZ,"Rep. of Korea",KOR,0,101,-
2022,Kyrgyzstan,KGZ,Luxembourg,LUX,5,0,-
2022,Kyrgyzstan,KGZ,Latvia,LVA,5,0,-
2022,Kyrgyzstan,KGZ,"Rep. of Moldova",MDA,21,5,-
2022,Kyrgyzstan,KGZ,Mexico,MEX,8,24,-
2022,Kyrgyzstan,KGZ,Netherlands,NLD,17,5,-
2022,Kyrgyzstan,KGZ,Norway,NOR,12,5,-
2022,Kyrgyzstan,KGZ,Poland,POL,46,24,-
2022,Kyrgyzstan,KGZ,"Russian Federation",RUS,38,0,-
2022,Kyrgyzstan,KGZ,Spain,ESP,11,15,-
2022,Kyrgyzstan,KGZ,Slovakia,SVK,6,0,-
2022,Kyrgyzstan,KGZ,Sweden,SWE,162,67,-
2022,Kyrgyzstan,KGZ,Switzerland,CHE,5,15,-
2022,Kyrgyzstan,KGZ,Ukraine,UKR,11,18,-
2022,Kyrgyzstan,KGZ,"United States of America",USA,1619,2414,-
2022,Kiribati,KIR,Australia,AUS,0,5,-
2022,Kiribati,KIR,"New Zealand",NZL,0,5,-
2022,"Rep. of Korea",KOR,Australia,AUS,21,326,-
2022,"Rep. of Korea",KOR,Brazil,BRA,0,261,-
2022,"Rep. of Korea",KOR,Canada,CAN,21,16,-
2022,"Rep. of Korea",KOR,Chile,CHL,0,5,-
2022,"Rep. of Korea",KOR,"United Kingdom of Great Britain and Northern Ireland",GBR,5,8,-
2022,"Rep. of Korea",KOR,Germany,DEU,25,5,-
2022,"Rep. of Korea",KOR,Luxembourg,LUX,9,0,-
2022,"Rep. of Korea",KOR,Mexico,MEX,0,5,-
2022,"Rep. of Korea",KOR,Netherlands,NLD,5,0,-
2022,"Rep. of Korea",KOR,Poland,POL,5,0,-
2022,"Rep. of Korea",KOR,"Russian Federation",RUS,5,0,-
2022,"Rep. of Korea",KOR,Spain,ESP,0,5,-
2022,"Rep. of Korea",KOR,Sweden,SWE,8,5,-
2022,"Rep. of Korea",KOR,"United States of America",USA,20,281,-
2022,"Dem. People's Rep. of Korea",PRK,Australia,AUS,0,9,-
2022,"Dem. People's Rep. of Korea",PRK,Belgium,BEL,32,0,-
2022,"Dem. People's Rep. of Korea",PRK,Canada,CAN,33,10,-
2022,"Dem. People's Rep. of Korea",PRK,"United Kingdom of Great Britain and Northern Ireland",GBR,43,20,-
2022,"Dem. People's Rep. of Korea",PRK,Germany,DEU,91,5,-
2022,"Dem. People's Rep. of Korea",PRK,Ireland,IRL,10,5,-
2022,"Dem. People's Rep. of Korea",PRK,Israel,ISR,5,0,-
2022,"Dem. People's Rep. of Korea",PRK,Netherlands,NLD,36,0,-
2022,"Dem. People's Rep. of Korea",PRK,"Russian Federation",RUS,40,10,-
2022,"Dem. People's Rep. of Korea",PRK,"United States of America",USA,5,45,-
2022,Kuwait,KWT,Australia,AUS,23,0,-
2022,Kuwait,KWT,Austria,AUT,9,5,-
2022,Kuwait,KWT,Belgium,BEL,8,5,-
2022,Kuwait,KWT,Brazil,BRA,0,7,-
2022,Kuwait,KWT,Canada,CAN,40,19,-
2022,Kuwait,KWT,France,FRA,511,30,-
2022,Kuwait,KWT,"United Kingdom of Great Britain and Northern Ireland",GBR,716,1351,-
2022,Kuwait,KWT,Germany,DEU,45,68,-
2022,Kuwait,KWT,Greece,GRC,166,7,-
2022,Kuwait,KWT,Indonesia,IDN,5,0,-
2022,Kuwait,KWT,Ireland,IRL,53,11,-
2022,Kuwait,KWT,"Iran (Islamic Rep. of)",IRN,8,0,-
2022,Kuwait,KWT,Iraq,IRQ,0,330,-
2022,Kuwait,KWT,Lebanon,LBN,9,0,-
2022,Kuwait,KWT,Luxembourg,LUX,0,6,-
2022,Kuwait,KWT,Netherlands,NLD,7,5,-
2022,Kuwait,KWT,Nauru,NRU,5,0,-
2022,Kuwait,KWT,"New Zealand",NZL,5,0,-
2022,Kuwait,KWT,Romania,ROU,5,0,-
2022,Kuwait,KWT,Spain,ESP,5,5,-
2022,Kuwait,KWT,Sweden,SWE,31,5,-
2022,Kuwait,KWT,"United Arab Emirates",ARE,5,0,-
2022,Kuwait,KWT,"United States of America",USA,137,292,-
2022,"Lao People's Dem. Rep.",LAO,Australia,AUS,5,304,-
2022,"Lao People's Dem. Rep.",LAO,Belgium,BEL,10,0,-
2022,"Lao People's Dem. Rep.",LAO,France,FRA,6498,15,-
2022,"Lao People's Dem. Rep.",LAO,"United Kingdom of Great Britain and Northern Ireland",GBR,5,0,-
2022,"Lao People's Dem. Rep.",LAO,Germany,DEU,41,0,-
2022,"Lao People's Dem. Rep.",LAO,Netherlands,NLD,5,0,-
2022,"Lao People's Dem. Rep.",LAO,Poland,POL,5,0,-
2022,"Lao People's Dem. Rep.",LAO,Thailand,THA,6,0,-
2022,"Lao People's Dem. Rep.",LAO,"United States of America",USA,60,176,-
2022,Liberia,LBR,Algeria,DZA,0,84,-
2022,Liberia,LBR,Angola,AGO,164,478,-
2022,Liberia,LBR,Egypt,EGY,0,5,-
2022,Liberia,LBR,Argentina,ARG,42,0,-
2022,Liberia,LBR,Australia,AUS,43,18,-
2022,Liberia,LBR,Austria,AUT,10,0,-
2022,Liberia,LBR,Belgium,BEL,16,25,-
2022,Liberia,LBR,Benin,BEN,0,5,-
2022,Liberia,LBR,Brazil,BRA,259,31,-
2022,Liberia,LBR,Canada,CAN,94,88,-
2022,Liberia,LBR,"Central African Rep.",CAF,5,0,-
2022,Liberia,LBR,China,CHN,0,7,-
2022,Liberia,LBR,Cameroon,CMR,9,5,-
2022,Liberia,LBR,"Dem. Rep. of the Congo",COD,5,10,-
2022,Liberia,LBR,Colombia,COL,5,0,-
2022,Liberia,LBR,Cyprus,CYP,0,327,-
2022,Liberia,LBR,Ecuador,ECU,6,0,-
2022,Liberia,LBR,Finland,FIN,5,0,-
2022,Liberia,LBR,France,FRA,344,22,-
2022,Liberia,LBR,Gambia,GMB,15,0,-
2022,Liberia,LBR,"United Kingdom of Great Britain and Northern Ireland",GBR,26,26,-
2022,Liberia,LBR,Germany,DEU,156,238,-
2022,Liberia,LBR,Ghana,GHA,632,0,-
2022,Liberia,LBR,Guinea-Bissau,GNB,8,0,-
2022,Liberia,LBR,Greece,GRC,5,0,-
2022,Liberia,LBR,Guinea,GIN,335,20,-
2022,Liberia,LBR,"Cote d'Ivoire",CIV,1076,5,-
2022,Liberia,LBR,India,IND,0,5,-
2022,Liberia,LBR,Indonesia,IDN,0,6,-
2022,Liberia,LBR,Ireland,IRL,12,5,-
2022,Liberia,LBR,Israel,ISR,0,5,-
2022,Liberia,LBR,Italy,ITA,349,37,-
2022,Liberia,LBR,"Rep. of Korea",KOR,12,164,-
2022,Liberia,LBR,Mauritania,MRT,7,24,-
2022,Liberia,LBR,Mexico,MEX,0,5,-
2022,Liberia,LBR,Malaysia,MYS,22,8,-
2022,Liberia,LBR,Morocco,MAR,6,47,-
2022,Liberia,LBR,Malta,MLT,6,0,-
2022,Liberia,LBR,Netherlands,NLD,96,6,-
2022,Liberia,LBR,Niger,NER,0,9,-
2022,Liberia,LBR,Nigeria,NGA,11,0,-
2022,Liberia,LBR,Norway,NOR,5,0,-
2022,Liberia,LBR,Panama,PAN,5,0,-
2022,Liberia,LBR,Philippines,PHL,5,6,-
2022,Liberia,LBR,Portugal,PRT,18,0,-
2022,Liberia,LBR,"South Africa",ZAF,47,52,-
2022,Liberia,LBR,"Saudi Arabia",SAU,9,0,-
2022,Liberia,LBR,Senegal,SEN,0,5,-
2022,Liberia,LBR,Spain,ESP,7,40,-
2022,Liberia,LBR,"South Sudan",SSD,0,5,-
2022,Liberia,LBR,Slovakia,SVK,5,0,-
2022,Liberia,LBR,Sweden,SWE,11,0,-
2022,Liberia,LBR,Switzerland,CHE,17,0,-
2022,Liberia,LBR,Togo,TGO,0,6,-
2022,Liberia,LBR,Tunisia,TUN,5,77,-
2022,Liberia,LBR,"United States of America",USA,1205,1124,-
2022,Liberia,LBR,"Venezuela (Bolivarian Republic of)",VEN,9,0,-
2022,Liberia,LBR,Zambia,ZMB,7,0,-
2022,Libya,LBY,Algeria,DZA,21,13,-
2022,Libya,LBY,Egypt,EGY,6,0,-
2022,Libya,LBY,Argentina,ARG,5,5,-
2022,Libya,LBY,Australia,AUS,1212,37,-
2022,Libya,LBY,Austria,AUT,146,66,-
2022,Libya,LBY,Azerbaijan,AZE,5,0,-
2022,Libya,LBY,Belgium,BEL,156,116,-
2022,Libya,LBY,Belarus,BLR,7,0,-
2022,Libya,LBY,Brazil,BRA,7,67,-
2022,Libya,LBY,Bulgaria,BGR,0,5,-
2022,Libya,LBY,Canada,CAN,368,137,-
2022,Libya,LBY,Chad,TCD,31,13,-
2022,Libya,LBY,Cyprus,CYP,12,5,-
2022,Libya,LBY,Czechia,CZE,21,6,-
2022,Libya,LBY,Denmark,DNK,0,5,-
2022,Libya,LBY,Finland,FIN,33,12,-
2022,Libya,LBY,France,FRA,2343,156,-
2022,Libya,LBY,"United Kingdom of Great Britain and Northern Ireland",GBR,4565,939,-
2022,Libya,LBY,Germany,DEU,2932,1044,-
2022,Libya,LBY,Ghana,GHA,7,6,-
2022,Libya,LBY,Greece,GRC,71,13,-
2022,Libya,LBY,Croatia,HRV,5,0,-
2022,Libya,LBY,Hungary,HUN,7,0,-
2022,Libya,LBY,Iceland,ISL,13,5,-
2022,Libya,LBY,India,IND,8,6,-
2022,Libya,LBY,Indonesia,IDN,14,5,-
2022,Libya,LBY,Ireland,IRL,244,7,-
2022,Libya,LBY,Italy,ITA,1185,230,-
2022,Libya,LBY,Jordan,JOR,47,104,-
2022,Libya,LBY,"Rep. of Korea",KOR,15,60,-
2022,Libya,LBY,Lebanon,LBN,11,15,-
2022,Libya,LBY,Liechtenstein,LIE,0,5,-
2022,Libya,LBY,Luxembourg,LUX,5,21,-
2022,Libya,LBY,Mauritania,MRT,8,5,-
2022,Libya,LBY,"Rep. of Moldova",MDA,5,0,-
2022,Libya,LBY,Malaysia,MYS,14,13,-
2022,Libya,LBY,Morocco,MAR,51,10,-
2022,Libya,LBY,Malta,MLT,2853,233,-
2022,Libya,LBY,Netherlands,NLD,245,81,-
2022,Libya,LBY,Niger,NER,6,0,-
2022,Libya,LBY,Nigeria,NGA,5,5,-
2022,Libya,LBY,Norway,NOR,55,11,-
2022,Libya,LBY,"New Zealand",NZL,20,0,-
2022,Libya,LBY,Philippines,PHL,0,5,-
2022,Libya,LBY,Poland,POL,30,0,-
2022,Libya,LBY,Portugal,PRT,19,0,-
2022,Libya,LBY,Romania,ROU,5,5,-
2022,Libya,LBY,"Russian Federation",RUS,5,0,-
2022,Libya,LBY,"Saudi Arabia",SAU,0,8,-
2022,Libya,LBY,Spain,ESP,171,25,-
2022,Libya,LBY,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,47,5,-
2022,Libya,LBY,Slovakia,SVK,9,0,-
2022,Libya,LBY,Sweden,SWE,255,46,-
2022,Libya,LBY,Switzerland,CHE,132,29,-
2022,Libya,LBY,"Syrian Arab Rep.",SYR,10,10,-
2022,Libya,LBY,Tunisia,TUN,54,131,-
2022,Libya,LBY,Ukraine,UKR,5,0,-
2022,Libya,LBY,Uruguay,URY,5,0,-
2022,Libya,LBY,"United States of America",USA,418,1845,-
2022,Libya,LBY,"Venezuela (Bolivarian Republic of)",VEN,5,0,-
2022,"Saint Lucia",LCA,Canada,CAN,51,20,-
2022,"Saint Lucia",LCA,France,FRA,6,8,-
2022,"Saint Lucia",LCA,"United Kingdom of Great Britain and Northern Ireland",GBR,25,49,-
2022,"Saint Lucia",LCA,Mexico,MEX,0,5,-
2022,"Saint Lucia",LCA,"United States of America",USA,5,22,-
2022,Lebanon,LBN,Algeria,DZA,0,9,-
2022,Lebanon,LBN,Egypt,EGY,0,6,-
2022,Lebanon,LBN,Armenia,ARM,26,5,-
2022,Lebanon,LBN,Australia,AUS,481,952,-
2022,Lebanon,LBN,Austria,AUT,120,95,-
2022,Lebanon,LBN,Belgium,BEL,140,87,-
2022,Lebanon,LBN,Belarus,BLR,5,0,-
2022,Lebanon,LBN,Brazil,BRA,413,1947,-
2022,Lebanon,LBN,Bulgaria,BGR,22,5,-
2022,Lebanon,LBN,Canada,CAN,486,715,-
2022,Lebanon,LBN,"Dem. Rep. of the Congo",COD,0,5,-
2022,Lebanon,LBN,"Costa Rica",CRI,0,5,-
2022,Lebanon,LBN,Cyprus,CYP,61,92,-
2022,Lebanon,LBN,Czechia,CZE,5,5,-
2022,Lebanon,LBN,Denmark,DNK,29,8,-
2022,Lebanon,LBN,Ecuador,ECU,16,12,-
2022,Lebanon,LBN,Ethiopia,ETH,0,18,-
2022,Lebanon,LBN,Finland,FIN,12,5,-
2022,Lebanon,LBN,France,FRA,344,143,-
2022,Lebanon,LBN,"United Kingdom of Great Britain and Northern Ireland",GBR,223,199,-
2022,Lebanon,LBN,Georgia,GEO,11,29,-
2022,Lebanon,LBN,Germany,DEU,2514,1807,-
2022,Lebanon,LBN,Ghana,GHA,11,0,-
2022,Lebanon,LBN,Greece,GRC,95,24,-
2022,Lebanon,LBN,Hungary,HUN,5,0,-
2022,Lebanon,LBN,"Cote d'Ivoire",CIV,5,0,-
2022,Lebanon,LBN,Ireland,IRL,9,30,-
2022,Lebanon,LBN,Iraq,IRQ,0,19,-
2022,Lebanon,LBN,Italy,ITA,27,63,-
2022,Lebanon,LBN,Jordan,JOR,5,105,-
2022,Lebanon,LBN,Kuwait,KWT,0,5,-
2022,Lebanon,LBN,Luxembourg,LUX,0,15,-
2022,Lebanon,LBN,Latvia,LVA,5,0,-
2022,Lebanon,LBN,Mauritania,MRT,0,30,-
2022,Lebanon,LBN,"Rep. of Moldova",MDA,8,7,-
2022,Lebanon,LBN,Mexico,MEX,0,7,-
2022,Lebanon,LBN,Malaysia,MYS,5,0,-
2022,Lebanon,LBN,Morocco,MAR,5,38,-
2022,Lebanon,LBN,Malta,MLT,0,5,-
2022,Lebanon,LBN,Netherlands,NLD,228,71,-
2022,Lebanon,LBN,Nigeria,NGA,13,40,-
2022,Lebanon,LBN,Norway,NOR,25,0,-
2022,Lebanon,LBN,Nauru,NRU,12,5,-
2022,Lebanon,LBN,Paraguay,PRY,0,6,-
2022,Lebanon,LBN,Philippines,PHL,5,15,-
2022,Lebanon,LBN,Poland,POL,21,9,-
2022,Lebanon,LBN,Portugal,PRT,9,0,-
2022,Lebanon,LBN,Romania,ROU,19,8,-
2022,Lebanon,LBN,"Russian Federation",RUS,5,0,-
2022,Lebanon,LBN,"Saudi Arabia",SAU,0,13,-
2022,Lebanon,LBN,Spain,ESP,35,40,-
2022,Lebanon,LBN,Sweden,SWE,528,216,-
2022,Lebanon,LBN,Switzerland,CHE,30,23,-
2022,Lebanon,LBN,"Syrian Arab Rep.",SYR,23,19,-
2022,Lebanon,LBN,"United Rep. of Tanzania",TZA,5,0,-
2022,Lebanon,LBN,Togo,TGO,11,23,-
2022,Lebanon,LBN,Tunisia,TUN,6,21,-
2022,Lebanon,LBN,"United Arab Emirates",ARE,16,10,-
2022,Lebanon,LBN,Ukraine,UKR,9,5,-
2022,Lebanon,LBN,"United States of America",USA,406,2081,-
2022,Lebanon,LBN,"Venezuela (Bolivarian Republic of)",VEN,12,0,-
2022,Lebanon,LBN,Yemen,YEM,0,5,-
2022,Lesotho,LSO,Brazil,BRA,0,5,-
2022,Lesotho,LSO,Canada,CAN,0,5,-
2022,Lesotho,LSO,China,CHN,0,5,-
2022,Lesotho,LSO,Ireland,IRL,5,9,-
2022,Lesotho,LSO,Israel,ISR,0,6,-
2022,Lesotho,LSO,"South Africa",ZAF,0,16,-
2022,Lesotho,LSO,"United States of America",USA,5,0,-
2022,Liechtenstein,LIE,Italy,ITA,5,0,-
2022,"Sri Lanka",LKA,Egypt,EGY,0,5,-
2022,"Sri Lanka",LKA,Argentina,ARG,36,0,-
2022,"Sri Lanka",LKA,Australia,AUS,3809,3136,-
2022,"Sri Lanka",LKA,Austria,AUT,72,24,-
2022,"Sri Lanka",LKA,Belgium,BEL,311,33,-
2022,"Sri Lanka",LKA,Benin,BEN,5,5,-
2022,"Sri Lanka",LKA,Brazil,BRA,19,121,-
2022,"Sri Lanka",LKA,Canada,CAN,1371,780,-
2022,"Sri Lanka",LKA,Chile,CHL,5,0,-
2022,"Sri Lanka",LKA,Cyprus,CYP,29,387,-
2022,"Sri Lanka",LKA,Czechia,CZE,7,0,-
2022,"Sri Lanka",LKA,Denmark,DNK,34,0,-
2022,"Sri Lanka",LKA,"Dominican Rep.",DOM,0,5,-
2022,"Sri Lanka",LKA,Ecuador,ECU,18,5,-
2022,"Sri Lanka",LKA,Finland,FIN,31,17,-
2022,"Sri Lanka",LKA,France,FRA,33834,896,-
2022,"Sri Lanka",LKA,"United Kingdom of Great Britain and Northern Ireland",GBR,4418,1822,-
2022,"Sri Lanka",LKA,Germany,DEU,3652,398,-
2022,"Sri Lanka",LKA,Greece,GRC,55,23,-
2022,"Sri Lanka",LKA,Guatemala,GTM,0,5,-
2022,"Sri Lanka",LKA,Guinea,GIN,10,0,-
2022,"Sri Lanka",LKA,"China, Hong Kong SAR",HKG,20,0,-
2022,"Sri Lanka",LKA,Hungary,HUN,11,0,-
2022,"Sri Lanka",LKA,Iceland,ISL,5,0,-
2022,"Sri Lanka",LKA,India,IND,92131,0,-
2022,"Sri Lanka",LKA,Indonesia,IDN,402,31,-
2022,"Sri Lanka",LKA,Ireland,IRL,25,6,-
2022,"Sri Lanka",LKA,Israel,ISR,0,891,-
2022,"Sri Lanka",LKA,Italy,ITA,384,296,-
2022,"Sri Lanka",LKA,Jordan,JOR,9,0,-
2022,"Sri Lanka",LKA,Japan,JPN,59,0,-
2022,"Sri Lanka",LKA,Kenya,KEN,9,0,-
2022,"Sri Lanka",LKA,"Rep. of Korea",KOR,8,191,-
2022,"Sri Lanka",LKA,Kuwait,KWT,0,6,-
2022,"Sri Lanka",LKA,Lebanon,LBN,0,24,-
2022,"Sri Lanka",LKA,Lithuania,LTU,10,12,-
2022,"Sri Lanka",LKA,Luxembourg,LUX,5,0,-
2022,"Sri Lanka",LKA,Latvia,LVA,5,13,-
2022,"Sri Lanka",LKA,Mexico,MEX,20,27,-
2022,"Sri Lanka",LKA,Malaysia,MYS,797,864,-
2022,"Sri Lanka",LKA,Morocco,MAR,0,5,-
2022,"Sri Lanka",LKA,Malta,MLT,7,5,-
2022,"Sri Lanka",LKA,Nepal,NPL,19,0,-
2022,"Sri Lanka",LKA,Netherlands,NLD,328,47,-
2022,"Sri Lanka",LKA,Norway,NOR,43,10,-
2022,"Sri Lanka",LKA,Nauru,NRU,80,10,-
2022,"Sri Lanka",LKA,"New Zealand",NZL,45,56,-
2022,"Sri Lanka",LKA,Pakistan,PAK,0,11,-
2022,"Sri Lanka",LKA,Panama,PAN,0,7,-
2022,"Sri Lanka",LKA,Peru,PER,0,7,-
2022,"Sri Lanka",LKA,Philippines,PHL,18,0,-
2022,"Sri Lanka",LKA,"Papua New Guinea",PNG,6,8,-
2022,"Sri Lanka",LKA,Poland,POL,11,7,-
2022,"Sri Lanka",LKA,Portugal,PRT,34,7,-
2022,"Sri Lanka",LKA,Romania,ROU,0,7,-
2022,"Sri Lanka",LKA,"South Africa",ZAF,10,12,-
2022,"Sri Lanka",LKA,Spain,ESP,66,20,-
2022,"Sri Lanka",LKA,Slovakia,SVK,0,5,-
2022,"Sri Lanka",LKA,Slovenia,SVN,0,5,-
2022,"Sri Lanka",LKA,Sweden,SWE,26,23,-
2022,"Sri Lanka",LKA,Switzerland,CHE,1341,637,-
2022,"Sri Lanka",LKA,"Syrian Arab Rep.",SYR,0,5,-
2022,"Sri Lanka",LKA,"Turks and Caicos Islands",TCA,7,0,-
2022,"Sri Lanka",LKA,Thailand,THA,103,15,-
2022,"Sri Lanka",LKA,Togo,TGO,0,5,-
2022,"Sri Lanka",LKA,"Trinidad and Tobago",TTO,5,0,-
2022,"Sri Lanka",LKA,Ukraine,UKR,8,26,-
2022,"Sri Lanka",LKA,"United States of America",USA,984,2257,-
2022,Lithuania,LTU,Belgium,BEL,10,0,-
2022,Lithuania,LTU,Brazil,BRA,0,7,-
2022,Lithuania,LTU,Canada,CAN,0,7,-
2022,Lithuania,LTU,France,FRA,6,0,-
2022,Lithuania,LTU,Germany,DEU,10,0,-
2022,Lithuania,LTU,"Rep. of Moldova",MDA,7,0,-
2022,Lithuania,LTU,Poland,POL,9,0,-
2022,Lithuania,LTU,"Russian Federation",RUS,7,0,-
2022,Lithuania,LTU,Sweden,SWE,0,7,-
2022,Lithuania,LTU,"United States of America",USA,14,74,-
2022,Latvia,LVA,Canada,CAN,10,5,-
2022,Latvia,LVA,"Costa Rica",CRI,0,5,-
2022,Latvia,LVA,France,FRA,38,0,-
2022,Latvia,LVA,Germany,DEU,9,0,-
2022,Latvia,LVA,"Rep. of Moldova",MDA,13,0,-
2022,Latvia,LVA,"Russian Federation",RUS,9,0,-
